title,visit_count,last_visit_time
HOTH XII Opening Ceremony Slides - Google Slides,3,2025-03-02 12:41:26.824110
HOTH XII Opening Ceremony Slides - Google Slides,3,2025-03-02 12:41:26.572742
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 12:41:26.185822
,1,2025-03-02 12:37:09.749711
Sign in - Google Accounts,1,2025-03-02 12:37:08.430233
Sign in - Google Accounts,1,2025-03-02 12:37:08.430233
Sign in - Google Accounts,1,2025-03-02 12:37:06.208031
Sign in - Google Accounts,1,2025-03-02 12:37:06.203812
Sign in - Google Accounts,1,2025-03-02 12:37:05.723696
Claude,1,2025-03-02 12:37:03.063243
Running models with Ollama step-by-step | by Gabriel Rodewald | Medium,1,2025-03-02 12:31:16.639675
downloading a model from ollama - Google Search,2,2025-03-02 12:31:13.140209
How to download a model and run it with Ollama locally? - Beginners - Hugging Face Forums,1,2025-03-02 12:31:11.262985
How to download a model and run it with Ollama locally? - Beginners - Hugging Face Forums,1,2025-03-02 12:31:10.521965
How to download a model and run it with Ollama locally? - Beginners - Hugging Face Forums,1,2025-03-02 12:31:03.581301
Do you need Java Script still or can Flask take its place? (Example) | Treehouse Community,1,2025-03-02 12:25:58.392254
do you need javascript if you have flask - Google Search,1,2025-03-02 12:25:45.640934
Device Activation,1,2025-03-02 12:16:06.593024
Authorize application,1,2025-03-02 12:16:02.460046
Device Activation,1,2025-03-02 12:15:21.204594
Verify Session,1,2025-03-02 12:15:17.738195
Verify Session,1,2025-03-02 12:15:17.738195
Git Pull | Atlassian Git Tutorial,1,2025-03-02 12:02:15.895892
git pull - Google Search,1,2025-03-02 12:02:12.669982
How To Add JavaScript to HTML | DigitalOcean,1,2025-03-02 12:01:45.162201
adding in javascript tags - Google Search,2,2025-03-02 12:01:41.603636
How to add HTML tag into JavaScript? - Stack Overflow,1,2025-03-02 12:01:35.747594
langchain using ollama - Google Search,1,2025-03-02 11:47:00.483779
qwen2.5:3b,1,2025-03-02 11:46:29.043921
qwen2.5,1,2025-03-02 11:46:08.914676
Ollama and LangChain: Run LLMs locally | by Abonia Sojasingarayar | Medium,1,2025-03-02 11:43:21.375698
using ollama. and langchain - Google Search,1,2025-03-02 11:43:17.023775
langchain communoity - Google Search,3,2025-03-02 11:43:09.153668
langchain-community · PyPI,1,2025-03-02 11:43:06.725278
langchain_community 0.2.19 — 🦜🔗 LangChain 0.2.17,1,2025-03-02 11:43:02.406348
Running LLM Locally: A Beginner’s Guide to Using Ollama | by Arun Patidar | Medium,1,2025-03-02 11:38:45.355534
how to use ollama - Google Search,1,2025-03-02 11:38:41.149456
ollama documentaiton - Google Search,3,2025-03-02 11:38:32.050801
langchain-ollama: 0.1.1 — 🦜🔗 LangChain documentation,1,2025-03-02 11:38:23.711047
can llama 3.3 fit on apple m2 laptoop - Google Search,2,2025-03-02 11:36:49.053881
llama3.3,4,2025-03-02 11:35:59.318022
what AI models can fit on m2 mac - Google Search,2,2025-03-02 11:35:46.717744
LLMs on basic Macbook Air M2 : r/LocalLLaMA,1,2025-03-02 11:35:33.134651
llama · Ollama Search,1,2025-03-02 11:35:03.820515
Ollama Search,2,2025-03-02 11:34:36.810327
Ollama Search,2,2025-03-02 11:34:36.810327
TinyLlama/TinyLlama-1.1B-Chat-v0.1 · Hugging Face,1,2025-03-02 11:34:25.113201
tiny llama - Google Search,1,2025-03-02 11:34:22.182016
[2401.02385] TinyLlama: An Open-Source Small Language Model,1,2025-03-02 11:34:11.595080
Paper page - TinyLlama: An Open-Source Small Language Model,1,2025-03-02 11:33:54.056521
smallest llama models - Google Search,1,2025-03-02 11:33:50.866183
"Efficiently Running Meta-Llama-3 on Mac Silicon (M1, M2, M3) | by GusLovesMath | Medium",1,2025-03-02 11:33:39.513291
Build A Python Database With MongoDB | MongoDB,1,2025-03-02 11:32:40.094910
Build A Python Database With MongoDB | MongoDB,1,2025-03-02 11:32:40.094910
what database to use with python - Google Search,1,2025-03-02 11:32:29.429003
Node.js — Run JavaScript Everywhere,1,2025-03-02 11:32:09.063437
React Reference Overview – React,1,2025-03-02 11:32:06.750342
Quick Start – React,5,2025-03-02 11:32:06.192281
robert27,2,2025-03-02 11:31:57.821322
robert27,2,2025-03-02 11:31:57.326642
"ollama/ollama: Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models.",1,2025-03-02 11:23:22.930207
robert27,1,2025-03-02 11:22:33.776747
Create your account,1,2025-03-02 11:22:22.514890
Sign in to Ollama,1,2025-03-02 11:22:20.072950
Untitled document - Google Docs,1,2025-03-02 11:18:32.007843
Welcome to Flask — Flask Documentation (3.1.x),1,2025-03-02 11:18:10.557970
flask - Google Search,1,2025-03-02 11:18:09.376196
Tags · llama3.3,1,2025-03-02 11:15:45.063452
olamma - Google Search,1,2025-03-02 11:15:27.708650
git fetch vs pull - Google Search,1,2025-03-02 11:14:29.976682
Git Merge | Atlassian Git Tutorial,1,2025-03-02 11:13:29.356541
merge command in git - Google Search,1,2025-03-02 11:12:38.983012
making commit on vscode - Google Search,1,2025-03-02 11:08:13.126112
Git Add | Atlassian Git Tutorial,1,2025-03-02 11:05:35.855572
what does git add do - Google Search,1,2025-03-02 10:58:03.259849
How to Use 'git remote add origin' Command? - GeeksforGeeks,1,2025-03-02 10:53:26.667342
How to Use 'git remote add origin' Command? - GeeksforGeeks,1,2025-03-02 10:53:26.226214
git remote add origin does what - Google Search,1,2025-03-02 10:53:19.703640
New conversation - Grok,1,2025-03-02 10:50:39.499638
git - How do I pull my project from github? - Stack Overflow,1,2025-03-02 10:48:39.698638
pulling code from github repository - Google Search,1,2025-03-02 10:48:35.869145
grok ai - Google Search,1,2025-03-02 10:48:21.966629
How to push code from VS Code to GitHub,1,2025-03-02 10:45:50.701453
pushing code to github from vs code - Google Search,1,2025-03-02 10:45:46.411826
updating code onto github - Google Search,2,2025-03-02 10:45:40.292503
Editing files - GitHub Docs,1,2025-03-02 10:45:35.979675
Manage access,3,2025-03-02 10:36:13.103483
ucla schedule builder - Google Search,1,2025-03-02 10:32:02.690390
ucla schedule builder - Google Search,1,2025-03-02 10:31:51.065343
Manage access,4,2025-03-02 10:22:23.742094
Quickstart for repositories - GitHub Docs,1,2025-03-02 10:21:44.405443
creating a github repository - Google Search,1,2025-03-02 10:21:42.624553
how to find the type of a python object - Google Search,3,2025-03-02 10:17:42.141985
How to Check the Type of an Object in Python - GeeksforGeeks,1,2025-03-02 10:17:38.149634
python - Determine the type of an object? - Stack Overflow,1,2025-03-02 10:17:26.103104
AnakinTrotter (Anakin Trotter),10,2025-03-02 10:08:22.384991
uclaacm/hoth.uclaacm.com: ACM Hack's Hack on the Hill website,8,2025-03-02 10:08:20.768306
hoth.uclaacm.com/src at main · uclaacm/hoth.uclaacm.com,4,2025-03-02 10:08:20.248774
hoth.uclaacm.com/src/scripts at main · uclaacm/hoth.uclaacm.com,3,2025-03-02 10:08:17.263814
hoth.uclaacm.com/src/scripts/update_announcements.py at main · uclaacm/hoth.uclaacm.com,2,2025-03-02 10:08:09.559530
hoth.uclaacm.com/index.html at main · uclaacm/hoth.uclaacm.com,3,2025-03-02 10:07:51.235888
AnakinTrotter/league-bot: A League of Legends bot to level up accounts. For best results use the settings required settings in the code/README. This bot is designed for Windows computers.,3,2025-03-02 10:07:22.021311
league-bot/main.py at main · AnakinTrotter/league-bot,3,2025-03-02 10:06:45.983913
AnakinTrotter/gender-recognition-ai: A neural network built with TensorFlow that can predict the gender of people in a photo. Trained using the IMDB wiki dataset and only supports male/female labels.,1,2025-03-02 10:06:09.446896
AnakinTrotter (AnakinTrotter) / Repositories,3,2025-03-02 10:06:04.030509
anakin trotter - Google Search,1,2025-03-02 10:05:28.065855
.clone() python - Google Search,1,2025-03-02 09:51:28.830387
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:49:06.558670
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:48:58.711885
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:48:53.909530
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:48:51.876865
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:48:47.567453
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:48:29.241259
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:48:19.889205
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:48:07.516798
HOTH XII Opening Ceremony Slides - Google Slides,3,2025-03-02 09:48:07.357633
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:48:05.862061
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:47:51.779732
HOTH XII Opening Ceremony Slides - Google Slides,3,2025-03-02 09:47:50.391346
HOTH XII Opening Ceremony Slides - Google Slides,5,2025-03-02 09:47:49.914422
HOTH XII Opening Ceremony Slides - Google Slides,5,2025-03-02 09:47:46.724296
HOTH XII Opening Ceremony Slides - Google Slides,4,2025-03-02 09:47:43.123317
HOTH XII Opening Ceremony Slides - Google Slides,5,2025-03-02 09:47:42.955874
HOTH XII Opening Ceremony Slides - Google Slides,5,2025-03-02 09:47:42.780199
HOTH XII Opening Ceremony Slides - Google Slides,4,2025-03-02 09:47:42.196327
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:47:13.380817
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:47:10.783804
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:47:10.334281
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:47:09.635086
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:47:07.122778
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:47:06.612958
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:47:05.501446
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:59.879130
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:46:57.661230
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:46:42.163445
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:39.890226
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:46:39.669856
HOTH XII Opening Ceremony Slides - Google Slides,2,2025-03-02 09:46:38.188682
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:36.567772
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:36.358382
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:35.720139
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:34.856164
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:32.590046
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:29.653280
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:29.477079
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:28.848564
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:28.619906
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:27.882175
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:27.291621
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:26.524912
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:26.347661
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:26.347661
HOTH XII Opening Ceremony Slides - Google Slides,1,2025-03-02 09:46:26.347661
acm hack on the hill - Google Search,1,2025-03-02 09:42:47.854117
Project Overview | Cloud: MongoDB Cloud,1,2025-03-02 09:36:31.033969
Project Overview | Cloud: MongoDB Cloud,1,2025-03-02 09:36:13.832830
Deploy your cluster | Cloud: MongoDB Cloud,1,2025-03-02 09:35:48.472310
Carbon free energy for Google Cloud regions,1,2025-03-02 09:32:22.898125
ucla acm hack on the hill past winners github - Google Search,3,2025-03-02 09:32:11.643700
hoth.uclaacm.com/README.md at main · uclaacm/hoth.uclaacm.com,1,2025-03-02 09:32:01.405094
ucla acm hack on the hill past winners - Google Search,3,2025-03-02 09:31:26.187327
UCLA Hack on the Hill (HOTH) XI: Hack on the Hill (HOTH XI) is a 12-hour beginner-friendly hackathon designed to be your first hackathon experience! - Devpost,1,2025-03-02 09:31:20.623787
ucla acm hack - Google Search,4,2025-03-02 09:29:17.446127
uclaacm/hack.uclaacm.com: Official website of ACM Hack.,1,2025-03-02 09:29:14.103822
Hack on the Hill | Schedule,2,2025-03-02 09:28:50.637488
UCLA ACM Hack,1,2025-03-02 09:28:39.157498
honeyman G - Google Search,1,2025-03-02 09:18:51.536473
honeyman G - Google Search,2,2025-03-02 09:18:50.853858
honeyman G - Google Search,2,2025-03-02 09:18:48.143162
honeyman G - Google Search,1,2025-03-02 09:18:48.143162
ucla login - Google Search,1,2025-03-02 09:18:35.456287
ucla dining - Google Search,1,2025-03-02 09:07:29.458819
ucla dining - Google Search,1,2025-03-02 08:42:10.711652
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:33.447700
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:32.917750
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:28.600923
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:28.413236
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:28.413236
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:28.413236
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:28.413236
Atlas Onboarding | Cloud: MongoDB Cloud,1,2025-03-01 23:56:28.413236
Privacy Policy & Terms of Service | MongoDB,1,2025-03-01 23:56:11.355957
Privacy Policy & Terms of Service | MongoDB,1,2025-03-01 23:56:11.355957
Privacy Policy & Terms of Service | MongoDB,1,2025-03-01 23:56:11.355957
Privacy Policy & Terms of Service | MongoDB,1,2025-03-01 23:56:11.355957
Privacy Policy & Terms of Service | MongoDB,1,2025-03-01 23:56:11.355957
Sign in - Google Accounts,1,2025-03-01 23:56:06.072352
Sign in - Google Accounts,1,2025-03-01 23:56:06.072352
Sign in - Google Accounts,1,2025-03-01 23:56:04.205639
Sign in - Google Accounts,1,2025-03-01 23:56:04.202866
Sign in - Google Accounts,1,2025-03-01 23:56:03.894456
Sign in - Google Accounts,1,2025-03-01 23:56:03.894456
Sign in - Google Accounts,1,2025-03-01 23:56:03.894456
MongoDB Atlas | MongoDB,1,2025-03-01 23:55:59.607980
MongoDB: The Developer Data Platform | MongoDB,3,2025-03-01 23:55:50.062877
mongodb - Google Search,1,2025-03-01 23:55:48.589720
node.js - Google Search,1,2025-03-01 23:55:28.640431
React,7,2025-03-01 23:55:24.895774
mdn webdocs - Google Search,1,2025-03-01 23:55:20.465478
"Google Calendar - Monday, March 3, 2025",7,2025-03-01 21:18:32.783111
Google Calendar - Event details,1,2025-03-01 21:18:23.291966
"Inbox (16,115) - robertspataru27@gmail.com - Gmail",1,2025-03-01 21:05:25.543820
"Inbox (16,115) - robertspataru27@gmail.com - Gmail",1,2025-03-01 21:05:16.708433
Robert Spataru: Resume - Google Docs,4,2025-03-01 21:01:19.839052
Robert Spataru: Resume - Google Docs,2,2025-03-01 21:01:19.644932
General Resume- Robert Spataru - Google Docs,4,2025-03-01 21:00:47.312004
General Resume- Robert Spataru - Google Docs,2,2025-03-01 21:00:47.109096
Education Facilitator (UC Berkeley Student Job) – The Lawrence Hall of Science,3,2025-03-01 21:00:27.710475
Grok,1,2025-03-01 20:28:33.285819
Grok,1,2025-03-01 20:28:33.285819
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Your account | xAI Single-Sign On,1,2025-03-01 20:28:32.900558
Sign in - Google Accounts,1,2025-03-01 20:28:28.768698
Sign in - Google Accounts,1,2025-03-01 20:28:28.768698
Sign in - Google Accounts,1,2025-03-01 20:28:25.856616
Sign in - Google Accounts,1,2025-03-01 20:28:25.853418
Sign in - Google Accounts,1,2025-03-01 20:28:24.308446
Sign Up | xAI Single-Sign On,4,2025-03-01 20:28:17.851199
Just a moment...,1,2025-03-01 20:28:17.612115
Just a moment...,1,2025-03-01 20:28:15.260388
Sign Up | xAI Single-Sign On,2,2025-03-01 20:28:15.255004
grok ai - Google Search,1,2025-03-01 20:28:05.209228
https://www.math.ucla.edu/~tao/advice.html,1,2025-03-01 19:48:43.910627
"Math Cafe on X: ""Terence Tao on working hard: “Relying on intelligence alone to pull things off at the last minute may work for a while, but generally speaking at the graduate level or higher it doesn’t. One needs to do a serious amount of reading and writing, and not just thinking, in order to https://t.co/lk0K1fQX0B"" / X",2,2025-03-01 19:46:43.339890
Berkeley Summer Sessions | Berkeley Summer Sessions,2,2025-03-01 19:46:18.303874
uc berkeley summer session - Google Search,1,2025-03-01 19:46:15.849127
uc berkeley summer session - Google Search,1,2025-03-01 19:46:15.849127
Annual Academic Calendar | UCLA Registrar’s Office,7,2025-03-01 19:44:33.621407
ucla school schedule - Google Search,1,2025-03-01 19:44:31.628372
richest areas ucla - Google Search,1,2025-03-01 13:12:32.753804
Trump Berates Zelensky in Fiery Exchange at the White House - The New York Times,1,2025-03-01 02:32:53.718092
trump and zelensky - Google Search,1,2025-03-01 02:32:49.681621
USC vs UCLA - Google Search,1,2025-02-28 18:41:20.228416
USC vs UCLA - Google Search,1,2025-02-28 18:41:20.228416
ucla women's basketball - Google Search,1,2025-02-28 18:41:17.171738
ucla women's basketball - Google Search,1,2025-02-28 18:41:17.171738
"Boaz Barak on X: ""CS students spend twice or more time on coursework than many other Harvard departments. Ratio would have been even higher if I wasn't on leave 😉 https://t.co/JMbGPoEfeH"" / X",1,2025-02-28 14:58:32.410241
"Boaz Barak on X: ""CS students spend twice or more time on coursework than many other Harvard departments. Ratio would have been even higher if I wasn't on leave 😉 https://t.co/JMbGPoEfeH"" / X",1,2025-02-28 14:58:09.650903
Google’s Sergey Brin Says Engineers Should Work 60-Hour Weeks in Office to Build AI That Could Replace Them,1,2025-02-28 14:42:40.365897
It’s America’s fastest-growing job – thanks to ChatGPT | CNN Business,6,2025-02-28 14:37:03.643628
Schedule a Research Consultation - In-person Consultations - Calendar - UCLA Library,1,2025-02-28 14:34:13.024901
Schedule a Research Consultation - In-person Consultations - Calendar - UCLA Library,1,2025-02-28 14:34:13.024901
is shipping something back with ups free? - Google Search,1,2025-02-28 14:17:13.004546
ups distance - Google Search,2,2025-02-28 14:16:59.259613
ucla dining - Google Search,1,2025-02-28 13:53:44.168357
la hacks - Google Search,1,2025-02-28 13:15:51.770975
ucla dining - Google Search,1,2025-02-28 13:03:34.180316
reshape function pytorch - Google Search,1,2025-02-28 10:54:27.911889
reshape function python - Google Search,1,2025-02-28 10:54:15.072795
python - Create a new dimension with a Desired Size than 1 in Numpy - Stack Overflow,1,2025-02-28 10:53:46.246378
"rounding to the nearest 100,000 python - Google Search",1,2025-02-28 10:07:14.364801
"rounding to the nearest 100,000 - Google Search",1,2025-02-28 10:07:00.777083
how to do an upper round python - Google Search,1,2025-02-28 10:03:37.982770
floor division // python - Google Search,1,2025-02-28 10:02:43.493736
Fine-Tuning a Pre-Trained GPT-2 Model and Performing Inference: A Hands-On Guide | by prashanth ramanathan | Medium,1,2025-02-28 09:45:10.211629
ups open schedule - Google Search,2,2025-02-28 09:18:31.414374
ups open schedule - Google Search,1,2025-02-28 09:18:31.414374
ups open schedule - Google Search,1,2025-02-28 09:18:31.414374
ucla dining - Google Search,1,2025-02-28 09:02:02.875320
"Dinner at UCLA: Wednesday, March 5, 2025 @ 6:00 PM PT",1,2025-02-28 08:58:00.006445
"Dinner at UCLA: Wednesday, March 5, 2025 @ 6:00 PM PT",2,2025-02-28 08:55:55.172965
"Dinner at UCLA: Wednesday, March 5, 2025 @ 6:00 PM PT",1,2025-02-28 08:55:55.172965
golden state warriors games - Google Search,1,2025-02-28 08:54:04.952072
Golden State Warriors - Google Search,1,2025-02-28 08:54:01.793692
Golden State Warriors - Google Search,1,2025-02-28 08:54:01.793692
nba standings - Google Search,1,2025-02-28 08:53:32.363882
nba standings - Google Search,1,2025-02-28 08:53:32.363882
why is lower perplexity better - Google Search,1,2025-02-28 00:04:41.433168
how to fine tune gpt2 on text - Google Search,2,2025-02-28 00:02:52.282178
Fine-tuning GPT2 for movie script generation (in PyTorch) - Beginners - Hugging Face Forums,1,2025-02-28 00:02:41.834246
Fine-tuning GPT2 for movie script generation (in PyTorch) - Beginners - Hugging Face Forums,1,2025-02-28 00:01:41.469470
what does .shape[-1] return in python - Google Search,1,2025-02-27 23:53:26.832310
what does .shape return in python - Google Search,1,2025-02-27 23:53:12.289968
John Wooden Center | Recreation,3,2025-02-27 22:51:52.551633
All Facilities | Recreation,3,2025-02-27 22:51:47.191517
ucla gyms - Google Search,1,2025-02-27 22:51:44.173565
ucla dining - Google Search,1,2025-02-27 22:44:24.007304
ucla dining - Google Search,1,2025-02-27 22:41:30.867002
haskell - Google Search,2,2025-02-27 21:14:52.300065
cherf/cabal.project at main · AIS-UCLA/cherf,1,2025-02-27 21:14:16.565121
christopherm99 (christopherm99) / Repositories,18,2025-02-27 21:13:43.723815
christopherm99/tinygrad: You like pytorch? You like micrograd? You love tinygrad! ❤️,1,2025-02-27 21:13:07.813510
christopherm99/course-planner,15,2025-02-27 21:12:58.088149
course-planner/public at master · christopherm99/course-planner,7,2025-02-27 21:12:57.514040
course-planner/public/favicon.ico at master · christopherm99/course-planner,2,2025-02-27 21:12:56.380952
course-planner/.prettierrc at master · christopherm99/course-planner,3,2025-02-27 21:12:52.358396
course-planner/postcss.config.js at master · christopherm99/course-planner,6,2025-02-27 21:12:47.902544
course-planner/next.config.js at master · christopherm99/course-planner,3,2025-02-27 21:12:44.633602
course-planner/static at master · christopherm99/course-planner,5,2025-02-27 21:12:35.115986
course-planner/static/index.js at master · christopherm99/course-planner,2,2025-02-27 21:12:07.612913
course-planner/static/index.html at master · christopherm99/course-planner,2,2025-02-27 21:12:01.707270
christopherm99/llvm-project: The LLVM Project is a collection of modular and reusable compiler and toolchain technologies. Note: the repository does not accept github pull requests at this moment. Please submit your patches at http://reviews.llvm.org.,1,2025-02-27 21:11:18.906746
"christopherm99/student-calendar-populator: A student calendar generator for Commonwealth. It takes a PDF schedule, and converts it into a digital calendar. Made by Christopher Milan for a Computer Science 2 final project.",1,2025-02-27 21:11:05.761476
christopherm99/kaggle_scalar_coupling_constant: Notebook for the Kaggle scalar coupling constant challenge,3,2025-02-27 21:10:56.294481
kaggle_scalar_coupling_constant/Kaggle Scalar Coupling Challenge.ipynb at master · christopherm99/kaggle_scalar_coupling_constant,3,2025-02-27 21:10:49.472289
christopherm99 (Christopher Milan) / Starred,3,2025-02-27 21:10:27.145986
christopherm99 (Christopher Milan) / Projects,3,2025-02-27 21:10:24.173626
christopherm99 (Christopher Milan),4,2025-02-27 21:10:21.104658
christopherm99 (Christopher Milan),6,2025-02-27 21:10:02.667523
christopherm99/hc: Hypercard,3,2025-02-27 21:09:59.388692
hc/hc.h at main · christopherm99/hc,3,2025-02-27 21:09:55.981100
os/include/interrupt.h at master · christopherm99/os,2,2025-02-27 21:09:29.121972
os/include at master · christopherm99/os,3,2025-02-27 21:09:27.486853
christopherm99/os,4,2025-02-27 21:09:27.391270
os/kernel at master · christopherm99/os,6,2025-02-27 21:09:21.230646
os/kernel/memory.c at master · christopherm99/os,2,2025-02-27 21:09:11.396376
os/kernel/init.c at master · christopherm99/os,2,2025-02-27 21:09:08.791545
os/kernel/interrupt.c at master · christopherm99/os,2,2025-02-27 21:09:05.755499
christopherm99/mal: A programming language,1,2025-02-27 21:08:46.882130
christopherm99 - Google Search,1,2025-02-27 21:08:23.716195
Commits · AIS-UCLA/cherf,1,2025-02-27 21:07:45.148803
,1,2025-02-27 21:06:51.471568
Introducing GPT-4.5 | OpenAI,1,2025-02-27 21:06:12.289949
deepseek-ai/open-infra-index: Production-tested AI infrastructure tools for efficient AGI development and community-driven innovation,3,2025-02-27 21:05:55.551729
deepseek-ai/DeepEP: DeepEP: an efficient expert-parallel communication library,3,2025-02-27 21:05:40.422909
deepseek-ai/open-infra-index: Production-tested AI infrastructure tools for efficient AGI development and community-driven innovation,1,2025-02-27 21:04:44.744100
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.475281
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.458559
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.424826
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.359418
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.343166
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.327073
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.311588
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.294450
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.278484
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.264421
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.247072
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:36.236810
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-02-27 21:04:32.660478
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:28.242236
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:24.991477
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:23.708938
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:23.626373
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:23.543953
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:23.242017
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:22.574102
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,1,2025-02-27 21:04:13.552741
ups opens what time - Google Search,2,2025-02-27 20:36:29.188793
ups opens what time - Google Search,1,2025-02-27 20:36:29.188793
ups opens what time - Google Search,1,2025-02-27 20:36:29.188793
Kendrick Lamar Takes a UCLA Class in New Viral Photos,1,2025-02-27 19:35:38.780813
Thousands of UC healthcare and research employees go on strike - Los Angeles Times,3,2025-02-27 19:35:31.121560
ucla dining - Google Search,1,2025-02-27 19:08:39.719209
how to show what cuda gpu currently using - Google Search,1,2025-02-27 16:56:26.749044
System Management Interface SMI | NVIDIA Developer,1,2025-02-27 16:54:02.452595
nvidia-smi command - Google Search,1,2025-02-27 16:53:42.494885
nvidia-smi docs - Google Search,5,2025-02-27 16:53:39.208959
Nvidia-Smi – Documentation,1,2025-02-27 16:53:28.795824
nvidia-smi.txt,1,2025-02-27 16:53:06.436426
System Management Interface SMI | NVIDIA Developer,3,2025-02-27 16:52:26.594493
finetuning GPT2 on a chunk of data hugging face - Google Search,3,2025-02-27 16:35:40.755437
python - Finetuning GPT-2 in huggingface's pytorch-transformers library - Stack Overflow,3,2025-02-27 16:35:40.606497
